name,artist,rank,weeks
XO TOUR Llif3,Lil Uzi Vert,7,11
Something Just Like This,The Chainsmokers,8,16
Stay,Zedd,9,15
Congratulations,Post Malone,10,24
Say You Won't Let Go,James Arthur,11,33
Issues,Julia Michaels,12,20
Believer,Imagine Dragons,13,18
Body Like A Back Road,Sam Hunt,14,19
It Ain't Me,Kygo x Selena Gomez,15,17
Redbone,Childish Gambino,16,27
Unforgettable,French Montana,17,9
There's Nothing Holdin' Me Back,Shawn Mendes,18,7
iSpy,KYLE,19,24
In Case You Didn't Know,Brett Young,20,18
Now Or Never,Halsey,21,9
Location,Khalid,22,22
Castle On The Hill,Ed Sheeran,23,22
Rolex,Ayo,24,17
Sign Of The Times,Harry Styles,25,9
Malibu,Miley Cyrus,26,5
DNA.,Kendrick Lamar,27,8
Slow Hands,Niall Horan,28,6
Swalla,Jason Derulo,29,12
Bad And Boujee,Migos,30,30
Attention,Charlie Puth,31,7
Closer,The Chainsmokers,32,45
Swang,Rae Sremmurd,33,25
Passionfruit,Drake,34,12
Slide,Calvin Harris,35,15
Goosebumps,Travis Scott,36,30
Hurricane,Luke Combs,37,17
Tunnel Vision,Kodak Black,38,16
T-Shirt,Migos,39,21
Magnolia,Playboi Carti,40,6
24K Magic,Bruno Mars,41,35
Down,Fifth Harmony,42,1
Slippery,Migos,43,11
Drowning,A Boogie Wit da Hoodie,44,10
Bad Liar,Selena Gomez,45,4
The Cure,Lady Gaga,46,8
Scars To Your Beautiful,Alessia Cara,47,41
The Fighter,Keith Urban,48,18
Rockabye,Clean Bandit,49,27
"God, Your Mama, And Me",Florida Georgia Line,50,11
Strip That Down,Liam Payne,51,3
Craving You,Thomas Rhett,52,10
To The Max,DJ Khaled,53,1
If I Told You,Darius Rucker,54,8
Look At Me!,XXXTENTACION,55,18
Crying In The Club,Camila Cabello,56,3
Love.,Kendrick Lamar,57,8
Cold,Maroon 5,58,17
First Day Out,Tee Grizzley,59,10
How Not To,Dan + Shay,60,10
My Girl,Dylan Scott,61,7
Everyday We Lit,YFN Lucci,62,9
Every Time I Hear That Song,Blake Shelton,63,5
Portland,Drake,64,12
1-800-273-8255,Logic,65,6
You Look Good,Lady Antebellum,66,9
Heavy,Linkin Park,67,16
Privacy,Chris Brown,68,6
Drinkin' Problem,Midland,69,5
Felices Los 4,Maluma,70,4
Black,Dierks Bentley,71,18
Flatliner,Cole Swindell,72,7
4 AM,2 Chainz,73,1
Loyalty.,Kendrick Lamar,74,8
Losin Control,Russ,75,15
Yours If You Want It,Rascal Flatts,76,3
No Promises,Cheat Codes,77,4
No Such Thing As A Broken Heart,Old Dominion,78,2
Weak,AJR,79,5
Wokeuplikethis*,Playboi Carti,80,6
Thunder,Imagine Dragons,81,6
Whatever You Need,Meek Mill,82,1
Swish Swish,Katy Perry,83,3
Good Drank,2 Chainz x Gucci Mane x Quavo,84,13
Small Town Boy,Dustin Lynch,85,1
Most Girls,Hailee Steinfeld,86,3
Know No Better,Major Lazer,87,1
Do Re Mi,blackbear,88,7
Peek A Boo,Lil Yachty,89,4
Hometown Girl,Josh Turner,90,15
Gyalchester,Drake,91,10
Met Gala,Gucci Mane,92,2
Butterfly Effect,Travis Scott,93,2
It's Everyday Bro,Jake Paul,94,1
Scared To Be Lonely,Martin Garrix,95,14
Subeme La Radio,Enrique Iglesias,96,4
Somebody Else Will,Justin Moore,97,1
Bon Appetit,Katy Perry,98,5
Nobody Else But You,Trey Songz,99,1
Human,Rag'n'Bone Man,100,7
Despacito,Luis Fonsi,1,20
That's What I Like,Bruno Mars,2,20
I'm The One,DJ Khaled,3,5
Humble.,Kendrick Lamar,4,9
Shape Of You,Ed Sheeran,5,21
Mask Off,Future,6,15
Stay,Zedd,7,14
Something Just Like This,The Chainsmokers,8,15
XO TOUR Llif3,Lil Uzi Vert,9,10
Congratulations,Post Malone,10,23
Issues,Julia Michaels,11,19
Say You Won't Let Go,James Arthur,12,32
It Ain't Me,Kygo x Selena Gomez,13,16
Body Like A Back Road,Sam Hunt,14,18
Believer,Imagine Dragons,15,17
iSpy,KYLE,16,23
Redbone,Childish Gambino,17,26
Unforgettable,French Montana,18,8
In Case You Didn't Know,Brett Young,19,17
Rolex,Ayo,20,16
Malibu,Miley Cyrus,21,4
There's Nothing Holdin' Me Back,Shawn Mendes,22,6
Location,Khalid,23,21
Sign Of The Times,Harry Styles,24,8
DNA.,Kendrick Lamar,25,7
Now Or Never,Halsey,26,8
Passionfruit,Drake,27,11
Castle On The Hill,Ed Sheeran,28,21
Bad And Boujee,Migos,29,29
Slide,Calvin Harris,30,14
Swalla,Jason Derulo,31,11
Closer,The Chainsmokers,32,44
Slow Hands,Niall Horan,33,5
Tunnel Vision,Kodak Black,34,15
Goosebumps,Travis Scott,35,29
T-Shirt,Migos,36,20
Attention,Charlie Puth,37,6
24K Magic,Bruno Mars,38,34
Hurricane,Luke Combs,39,16
Swang,Rae Sremmurd,40,24
Drowning,A Boogie Wit da Hoodie,41,9
Scars To Your Beautiful,Alessia Cara,42,40
Rockabye,Clean Bandit,43,26
Slippery,Migos,44,10
Bad Liar,Selena Gomez,45,3
Paris,The Chainsmokers,46,20
Everyday We Lit,YFN Lucci,47,8
Cold,Maroon 5,48,16
Magnolia,Playboi Carti,49,5
Look At Me!,XXXTENTACION,50,17
The Cure,Lady Gaga,51,7
"God, Your Mama, And Me",Florida Georgia Line,52,10
If I Told You,Darius Rucker,53,7
Love.,Kendrick Lamar,54,7
The Fighter,Keith Urban,55,17
Black,Dierks Bentley,56,17
First Day Out,Tee Grizzley,57,9
Heavy,Linkin Park,58,15
Craving You,Thomas Rhett,59,9
Portland,Drake,60,11
Crying In The Club,Camila Cabello,61,2
1-800-273-8255,Logic,62,5
How Not To,Dan + Shay,63,9
My Girl,Dylan Scott,64,6
Strip That Down,Liam Payne,65,2
Privacy,Chris Brown,66,5
Every Time I Hear That Song,Blake Shelton,67,4
You Look Good,Lady Antebellum,68,8
Losin Control,Russ,69,14
Felices Los 4,Maluma,70,3
Drinkin' Problem,Midland,71,4
Loyalty.,Kendrick Lamar,72,7
Flatliner,Cole Swindell,73,6
Somethin Tells Me,Bryson Tiller,74,1
Most Girls,Hailee Steinfeld,75,2
Yours If You Want It,Rascal Flatts,76,2
No Promises,Cheat Codes,77,3
Swish Swish,Katy Perry,78,2
Gyalchester,Drake,79,9
Peek A Boo,Lil Yachty,80,3
Thunder,Imagine Dragons,81,5
Wokeuplikethis*,Playboi Carti,82,5
Me Enamore,Shakira,83,2
Scared To Be Lonely,Martin Garrix,84,13
Self-Made,Bryson Tiller,85,1
Weak,AJR,86,4
Good Drank,2 Chainz x Gucci Mane x Quavo,87,12
Met Gala,Gucci Mane,88,1
Don't Get Too High,Bryson Tiller,89,1
No Such Thing As A Broken Heart,Old Dominion,90,1
Run Me Dry,Bryson Tiller,91,1
Human,Rag'n'Bone Man,92,6
Hometown Girl,Josh Turner,93,14
There For You,Martin Garrix x Troye Sivan,94,1
Do Re Mi,blackbear,95,6
Bon Appetit,Katy Perry,96,4
Element.,Kendrick Lamar,97,7
No Longer Friends,Bryson Tiller,98,1
Butterfly Effect,Travis Scott,99,1
Strangers,Halsey,100,1
Despacito,Luis Fonsi,1,19
That's What I Like,Bruno Mars,2,19
I'm The One,DJ Khaled,3,4
Humble.,Kendrick Lamar,4,8
Shape Of You,Ed Sheeran,5,20
Mask Off,Future,6,14
Stay,Zedd,7,13
Something Just Like This,The Chainsmokers,8,14
XO TOUR Llif3,Lil Uzi Vert,9,9
It Ain't Me,Kygo x Selena Gomez,10,15
Issues,Julia Michaels,11,18
Say You Won't Let Go,James Arthur,12,31
Congratulations,Post Malone,13,22
Body Like A Back Road,Sam Hunt,14,17
Believer,Imagine Dragons,15,16
iSpy,KYLE,16,22
Sign Of The Times,Harry Styles,17,7
Malibu,Miley Cyrus,18,3
In Case You Didn't Know,Brett Young,19,16
DNA.,Kendrick Lamar,20,6
Location,Khalid,21,20
Redbone,Childish Gambino,22,25
Unforgettable,French Montana,23,7
Passionfruit,Drake,24,10
There's Nothing Holdin' Me Back,Shawn Mendes,25,5
Now Or Never,Halsey,26,7
Bad Liar,Selena Gomez,27,2
Bad And Boujee,Migos,28,28
Slide,Calvin Harris,29,13
Castle On The Hill,Ed Sheeran,30,20
Rolex,Ayo,31,15
Closer,The Chainsmokers,32,43
Swalla,Jason Derulo,33,10
Tunnel Vision,Kodak Black,34,14
Attention,Charlie Puth,35,5
Goosebumps,Travis Scott,36,28
T-Shirt,Migos,37,19
24K Magic,Bruno Mars,38,33
Swang,Rae Sremmurd,39,23
Hurricane,Luke Combs,40,15
Rockabye,Clean Bandit,41,25
Strip That Down,Liam Payne,42,1
Deja Vu,Lauren Duski,43,1
Cold,Maroon 5,44,15
Scars To Your Beautiful,Alessia Cara,45,39
Swish Swish,Katy Perry,46,1
Crying In The Club,Camila Cabello,47,1
Drowning,A Boogie Wit da Hoodie,48,8
Look At Me!,XXXTENTACION,49,16
Heavy,Linkin Park,50,14
Slippery,Migos,51,9
Slow Hands,Niall Horan,52,4
Paris,The Chainsmokers,53,19
Love.,Kendrick Lamar,54,6
If I Told You,Darius Rucker,55,6
Black,Dierks Bentley,56,16
The Cure,Lady Gaga,57,6
Magnolia,Playboi Carti,58,4
Everyday We Lit,YFN Lucci,59,7
"God, Your Mama, And Me",Florida Georgia Line,60,9
Portland,Drake,61,10
The Fighter,Keith Urban,62,16
1-800-273-8255,Logic,63,4
First Day Out,Tee Grizzley,64,8
Craving You,Thomas Rhett,65,8
Money On You,Chris Blue,66,1
Bon Appetit,Katy Perry,67,3
How Not To,Dan + Shay,68,8
Losin Control,Russ,69,13
Loyalty.,Kendrick Lamar,70,6
You Look Good,Lady Antebellum,71,7
Privacy,Chris Brown,72,4
My Girl,Dylan Scott,73,5
No Promises,Cheat Codes,74,2
Every Time I Hear That Song,Blake Shelton,75,3
Yours If You Want It,Rascal Flatts,76,1
Most Girls,Hailee Steinfeld,77,1
Drinkin' Problem,Midland,78,3
Wokeuplikethis*,Playboi Carti,79,4
Scared To Be Lonely,Martin Garrix,80,12
Flatliner,Cole Swindell,81,5
Thunder,Imagine Dragons,82,4
Element.,Kendrick Lamar,83,6
Gyalchester,Drake,84,8
Hometown Girl,Josh Turner,85,13
Chained To The Rhythm,Katy Perry,86,15
At My Best,Machine Gun Kelly,87,8
Good Drank,2 Chainz x Gucci Mane x Quavo,88,11
Human,Rag'n'Bone Man,89,5
Felices Los 4,Maluma,90,2
Rollin,Calvin Harris,91,2
The Dance,Lauren Duski,92,1
Do Re Mi,blackbear,93,5
Boy,Lee Brice,94,1
El Amante,Nicky Jam,95,9
Weak,AJR,96,3
Either Way,Chris Stapleton,97,2
My Old Man,Zac Brown Band,98,3
Subeme La Radio,Enrique Iglesias,99,3
Any Ol' Barstool,Jason Aldean,100,18
Despacito,Luis Fonsi,1,18
That's What I Like,Bruno Mars,2,18
I'm The One,DJ Khaled,3,3
Shape Of You,Ed Sheeran,4,19
Humble.,Kendrick Lamar,5,7
Something Just Like This,The Chainsmokers,6,13
Mask Off,Future,7,13
XO TOUR Llif3,Lil Uzi Vert,8,8
Stay,Zedd,9,12
Malibu,Miley Cyrus,10,2
Say You Won't Let Go,James Arthur,11,30
It Ain't Me,Kygo x Selena Gomez,12,14
Congratulations,Post Malone,13,21
Issues,Julia Michaels,14,17
iSpy,KYLE,15,21
Body Like A Back Road,Sam Hunt,16,16
Sign Of The Times,Harry Styles,17,6
DNA.,Kendrick Lamar,18,5
Location,Khalid,19,19
Believer,Imagine Dragons,20,15
Passionfruit,Drake,21,9
Bad And Boujee,Migos,22,27
In Case You Didn't Know,Brett Young,23,15
Unforgettable,French Montana,24,6
Slide,Calvin Harris,25,12
Tunnel Vision,Kodak Black,26,13
Closer,The Chainsmokers,27,42
Rockabye,Clean Bandit,28,24
Redbone,Childish Gambino,29,24
Rolex,Ayo,30,14
T-Shirt,Migos,31,18
There's Nothing Holdin' Me Back,Shawn Mendes,32,4
Cold,Maroon 5,33,14
Hurricane,Luke Combs,34,14
Swang,Rae Sremmurd,35,22
Swalla,Jason Derulo,36,9
Goosebumps,Travis Scott,37,27
Now Or Never,Halsey,38,6
Castle On The Hill,Ed Sheeran,39,19
24K Magic,Bruno Mars,40,32
Scars To Your Beautiful,Alessia Cara,41,38
Paris,The Chainsmokers,42,18
Love On The Brain,Rihanna,43,31
Both,Gucci Mane,44,22
Attention,Charlie Puth,45,4
I Feel It Coming,The Weeknd,46,26
Drowning,A Boogie Wit da Hoodie,47,7
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,48,23
Look At Me!,XXXTENTACION,49,15
Bounce Back,Big Sean,50,28
Love.,Kendrick Lamar,51,5
Slippery,Migos,52,8
The Cure,Lady Gaga,53,5
Heavy,Linkin Park,54,13
Magnolia,Playboi Carti,55,3
If I Told You,Darius Rucker,56,5
Black,Dierks Bentley,57,15
Portland,Drake,58,9
Bon Appetit,Katy Perry,59,2
Slow Hands,Niall Horan,60,3
The Fighter,Keith Urban,61,15
Rollin,Calvin Harris,62,1
Everyday We Lit,YFN Lucci,63,6
1-800-273-8255,Logic,64,3
"God, Your Mama, And Me",Florida Georgia Line,65,8
Loyalty.,Kendrick Lamar,66,5
First Day Out,Tee Grizzley,67,7
Losin Control,Russ,68,12
The Weekend,Brantley Gilbert,69,20
Element.,Kendrick Lamar,70,5
Craving You,Thomas Rhett,71,7
At My Best,Machine Gun Kelly,72,7
Privacy,Chris Brown,73,3
How Not To,Dan + Shay,74,7
Human,Rag'n'Bone Man,75,4
Wokeuplikethis*,Playboi Carti,76,3
Scared To Be Lonely,Martin Garrix,77,11
Hometown Girl,Josh Turner,78,12
My Girl,Dylan Scott,79,4
Bad Liar,Selena Gomez,80,1
Every Time I Hear That Song,Blake Shelton,81,2
Prblms,6LACK,82,8
You Look Good,Lady Antebellum,83,6
Yeah Boy,Kelsea Ballerini,84,13
Drinkin' Problem,Midland,85,2
Flatliner,Cole Swindell,86,4
My Old Man,Zac Brown Band,87,2
Chained To The Rhythm,Katy Perry,88,14
Good Drank,2 Chainz x Gucci Mane x Quavo,89,10
Good Life,G-Eazy,90,5
Any Ol' Barstool,Jason Aldean,91,17
Whatever It Takes,Imagine Dragons,92,1
Felices Los 4,Maluma,93,1
Thunder,Imagine Dragons,94,3
No Promises,Cheat Codes,95,1
Cake,Flo Rida,96,6
El Amante,Nicky Jam,97,8
Ghost In This House,Lauren Duski,98,1
Do Re Mi,blackbear,99,4
Me Enamore,Shakira,100,1
Despacito,Luis Fonsi,1,17
That's What I Like,Bruno Mars,2,17
I'm The One,DJ Khaled,3,2
Shape Of You,Ed Sheeran,4,18
Humble.,Kendrick Lamar,5,6
Mask Off,Future,6,12
Something Just Like This,The Chainsmokers,7,12
XO TOUR Llif3,Lil Uzi Vert,8,7
Stay,Zedd,9,11
iSpy,KYLE,10,20
It Ain't Me,Kygo x Selena Gomez,11,13
Congratulations,Post Malone,12,20
Say You Won't Let Go,James Arthur,13,29
Issues,Julia Michaels,14,16
Body Like A Back Road,Sam Hunt,15,15
DNA.,Kendrick Lamar,16,4
Location,Khalid,17,18
Sign Of The Times,Harry Styles,18,5
Passionfruit,Drake,19,8
Believer,Imagine Dragons,20,14
Bad And Boujee,Migos,21,26
Rockabye,Clean Bandit,22,23
Tunnel Vision,Kodak Black,23,12
In Case You Didn't Know,Brett Young,24,14
Closer,The Chainsmokers,25,41
T-Shirt,Migos,26,17
Swang,Rae Sremmurd,27,21
Slide,Calvin Harris,28,11
Unforgettable,French Montana,29,5
Rolex,Ayo,30,13
Hurricane,Luke Combs,31,13
Now Or Never,Halsey,32,5
Goosebumps,Travis Scott,33,26
Cold,Maroon 5,34,13
24K Magic,Bruno Mars,35,31
Redbone,Childish Gambino,36,23
Paris,The Chainsmokers,37,17
Castle On The Hill,Ed Sheeran,38,18
Love On The Brain,Rihanna,39,30
There's Nothing Holdin' Me Back,Shawn Mendes,40,3
Swalla,Jason Derulo,41,8
Scars To Your Beautiful,Alessia Cara,42,37
Both,Gucci Mane,43,21
I Feel It Coming,The Weeknd,44,25
Bounce Back,Big Sean,45,27
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,46,22
1-800-273-8255,Logic,47,2
Love.,Kendrick Lamar,48,4
The Cure,Lady Gaga,49,4
Drowning,A Boogie Wit da Hoodie,50,6
Heavy,Linkin Park,51,12
Slow Hands,Niall Horan,52,2
Attention,Charlie Puth,53,3
Look At Me!,XXXTENTACION,54,14
Portland,Drake,55,8
Slippery,Migos,56,7
Loyalty.,Kendrick Lamar,57,4
Black,Dierks Bentley,58,14
The Fighter,Keith Urban,59,14
If I Told You,Darius Rucker,60,4
Element.,Kendrick Lamar,61,4
Losin Control,Russ,62,11
Magnolia,Playboi Carti,63,2
Malibu,Miley Cyrus,64,1
"God, Your Mama, And Me",Florida Georgia Line,65,7
Yeah Boy,Kelsea Ballerini,66,12
First Day Out,Tee Grizzley,67,6
The Weekend,Brantley Gilbert,68,19
Everyday We Lit,YFN Lucci,69,5
Craving You,Thomas Rhett,70,6
Everybody,Logic,71,2
Hometown Girl,Josh Turner,72,11
Good Life,G-Eazy,73,4
Human,Rag'n'Bone Man,74,3
How Not To,Dan + Shay,75,6
Scared To Be Lonely,Martin Garrix,76,10
Privacy,Chris Brown,77,2
At My Best,Machine Gun Kelly,78,6
Every Time I Hear That Song,Blake Shelton,79,1
Wokeuplikethis*,Playboi Carti,80,2
Prblms,6LACK,81,7
Any Ol' Barstool,Jason Aldean,82,16
My Girl,Dylan Scott,83,3
Cake,Flo Rida,84,5
Shining,DJ Khaled,85,13
Good Drank,2 Chainz x Gucci Mane x Quavo,86,9
Chained To The Rhythm,Katy Perry,87,13
Flatliner,Cole Swindell,88,3
Either Way,Chris Stapleton,89,1
You Look Good,Lady Antebellum,90,5
The Night We Met,Lord Huron,91,4
Thunder,Imagine Dragons,92,2
El Amante,Nicky Jam,93,7
Galway Girl,Ed Sheeran,94,5
Moves,Big Sean,95,19
Do Re Mi,blackbear,96,3
Drinkin' Problem,Midland,97,1
Gyalchester,Drake,98,7
Peek A Boo,Lil Yachty,99,2
Down,Marian Hill,100,17
I'm The One,DJ Khaled,1,1
That's What I Like,Bruno Mars,2,16
Despacito,Luis Fonsi,3,16
Humble.,Kendrick Lamar,4,5
Shape Of You,Ed Sheeran,5,17
Something Just Like This,The Chainsmokers,6,11
Mask Off,Future,7,11
iSpy,KYLE,8,19
XO TOUR Llif3,Lil Uzi Vert,9,6
It Ain't Me,Kygo x Selena Gomez,10,12
Stay,Zedd,11,10
DNA.,Kendrick Lamar,12,3
Say You Won't Let Go,James Arthur,13,28
Issues,Julia Michaels,14,15
Body Like A Back Road,Sam Hunt,15,14
Congratulations,Post Malone,16,19
Location,Khalid,17,17
Passionfruit,Drake,18,7
Rockabye,Clean Bandit,19,22
Believer,Imagine Dragons,20,13
Tunnel Vision,Kodak Black,21,11
Bad And Boujee,Migos,22,25
Closer,The Chainsmokers,23,40
Paris,The Chainsmokers,24,16
T-Shirt,Migos,25,16
I Feel It Coming,The Weeknd,26,24
Swang,Rae Sremmurd,27,20
Sign Of The Times,Harry Styles,28,4
Cold,Maroon 5,29,12
Slide,Calvin Harris,30,10
In Case You Didn't Know,Brett Young,31,13
Goosebumps,Travis Scott,32,25
Rolex,Ayo,33,12
Hurricane,Luke Combs,34,12
24K Magic,Bruno Mars,35,30
Love On The Brain,Rihanna,36,29
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,37,21
Now Or Never,Halsey,38,4
Can't Stop The Feeling!,Justin Timberlake,39,52
Bounce Back,Big Sean,40,26
Both,Gucci Mane,41,20
Unforgettable,French Montana,42,4
Love.,Kendrick Lamar,43,3
Redbone,Childish Gambino,44,22
Scars To Your Beautiful,Alessia Cara,45,36
Swalla,Jason Derulo,46,7
Castle On The Hill,Ed Sheeran,47,17
Look At Me!,XXXTENTACION,48,13
There's Nothing Holdin' Me Back,Shawn Mendes,49,2
Drowning,A Boogie Wit da Hoodie,50,5
Loyalty.,Kendrick Lamar,51,3
Element.,Kendrick Lamar,52,3
Heavy,Linkin Park,53,11
Portland,Drake,54,7
The Cure,Lady Gaga,55,3
The Fighter,Keith Urban,56,13
Black,Dierks Bentley,57,13
Hometown Girl,Josh Turner,58,10
Good Life,G-Eazy,59,3
At My Best,Machine Gun Kelly,60,5
1-800-273-8255,Logic,61,1
If I Told You,Darius Rucker,62,3
Shining,DJ Khaled,63,12
Attention,Charlie Puth,64,2
Yeah Boy,Kelsea Ballerini,65,11
The Weekend,Brantley Gilbert,66,18
First Time,Kygo,67,1
Losin Control,Russ,68,10
"God, Your Mama, And Me",Florida Georgia Line,69,6
Thunder,Imagine Dragons,70,1
First Day Out,Tee Grizzley,71,5
Any Ol' Barstool,Jason Aldean,72,15
Down,Marian Hill,73,16
Chained To The Rhythm,Katy Perry,74,12
Everyday We Lit,YFN Lucci,75,4
Bon Appetit,Katy Perry,76,1
Cake,Flo Rida,77,4
Prblms,6LACK,78,6
XXX.,Kendrick Lamar,79,3
Party,Chris Brown,80,20
Scared To Be Lonely,Martin Garrix,81,9
How Not To,Dan + Shay,82,5
Craving You,Thomas Rhett,83,5
Human,Rag'n'Bone Man,84,2
My Girl,Dylan Scott,85,2
The Night We Met,Lord Huron,86,3
Privacy,Chris Brown,87,1
Good Drank,2 Chainz x Gucci Mane x Quavo,88,8
Yah.,Kendrick Lamar,89,3
Slow Hands,Niall Horan,90,1
Magnolia,Playboi Carti,91,1
Do Re Mi,blackbear,92,2
Sweet Creature,Harry Styles,93,1
You Look Good,Lady Antebellum,94,4
Selfish,Future,95,10
El Amante,Nicky Jam,96,6
Call On Me,Starley,97,18
Flatliner,Cole Swindell,98,2
You're Welcome,Dwayne Johnson,99,13
Wokeuplikethis*,Playboi Carti,100,1
That's What I Like,Bruno Mars,1,15
Shape Of You,Ed Sheeran,2,16
Humble.,Kendrick Lamar,3,4
Despacito,Luis Fonsi,4,15
Mask Off,Future,5,10
Something Just Like This,The Chainsmokers,6,10
DNA.,Kendrick Lamar,7,2
iSpy,KYLE,8,18
XO TOUR Llif3,Lil Uzi Vert,9,5
It Ain't Me,Kygo x Selena Gomez,10,11
Stay,Zedd,11,9
Body Like A Back Road,Sam Hunt,12,13
Say You Won't Let Go,James Arthur,13,27
Issues,Julia Michaels,14,14
Congratulations,Post Malone,15,18
Location,Khalid,16,16
Rockabye,Clean Bandit,17,21
Passionfruit,Drake,18,6
Paris,The Chainsmokers,19,15
Tunnel Vision,Kodak Black,20,10
I Feel It Coming,The Weeknd,21,23
Bad And Boujee,Migos,22,24
Closer,The Chainsmokers,23,39
T-Shirt,Migos,24,15
Sign Of The Times,Harry Styles,25,3
Swang,Rae Sremmurd,26,19
Love.,Kendrick Lamar,27,2
Cold,Maroon 5,28,11
Love On The Brain,Rihanna,29,28
Slide,Calvin Harris,30,9
Bounce Back,Big Sean,31,25
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,32,20
Loyalty.,Kendrick Lamar,33,2
In Case You Didn't Know,Brett Young,34,12
24K Magic,Bruno Mars,35,29
Element.,Kendrick Lamar,36,2
Believer,Imagine Dragons,37,12
Can't Stop The Feeling!,Justin Timberlake,38,51
Rolex,Ayo,39,11
Scars To Your Beautiful,Alessia Cara,40,35
Hurricane,Luke Combs,41,11
Goosebumps,Travis Scott,42,24
Both,Gucci Mane,43,19
There's Nothing Holdin' Me Back,Shawn Mendes,44,1
Redbone,Childish Gambino,45,21
Swalla,Jason Derulo,46,6
Castle On The Hill,Ed Sheeran,47,16
Mercy,Shawn Mendes,48,32
Look At Me!,XXXTENTACION,49,12
Unforgettable,French Montana,50,3
Chained To The Rhythm,Katy Perry,51,11
Now Or Never,Halsey,52,3
Portland,Drake,53,6
Heavy,Linkin Park,54,10
Drowning,A Boogie Wit da Hoodie,55,4
XXX.,Kendrick Lamar,56,2
Shining,DJ Khaled,57,11
Down,Marian Hill,58,15
Good Life,G-Eazy,59,2
The Fighter,Keith Urban,60,12
Hometown Girl,Josh Turner,61,9
The Cure,Lady Gaga,62,2
At My Best,Machine Gun Kelly,63,4
Lust For Life,Lana Del Rey,64,1
Yah.,Kendrick Lamar,65,2
Black,Dierks Bentley,66,12
Any Ol' Barstool,Jason Aldean,67,14
Attention,Charlie Puth,68,1
Feel.,Kendrick Lamar,69,2
The Weekend,Brantley Gilbert,70,17
Pride.,Kendrick Lamar,71,2
Prblms,6LACK,72,5
Yeah Boy,Kelsea Ballerini,73,10
"God, Your Mama, And Me",Florida Georgia Line,74,5
Lust.,Kendrick Lamar,75,2
Party,Chris Brown,76,19
Losin Control,Russ,77,9
Cake,Flo Rida,78,3
First Day Out,Tee Grizzley,79,4
Call On Me,Starley,80,17
Still Got Time,Zayn,81,3
Everyday We Lit,YFN Lucci,82,3
Scared To Be Lonely,Martin Garrix,83,8
The Night We Met,Lord Huron,84,2
How Not To,Dan + Shay,85,4
Green Light,Lorde,86,9
Do Re Mi,blackbear,87,1
Moves,Big Sean,88,18
How Far I'll Go,Auli'i Cravalho,89,20
Hard Times,Paramore,90,1
Fear.,Kendrick Lamar,91,2
Craving You,Thomas Rhett,92,4
My Girl,Dylan Scott,93,1
If I Told You,Darius Rucker,94,2
No Frauds,"Nicki Minaj, Drake",95,7
God.,Kendrick Lamar,96,2
Gyalchester,Drake,97,6
Selfish,Future,98,9
Good Drank,2 Chainz x Gucci Mane x Quavo,99,7
Deja Vu,J. Cole,100,20
Humble.,Kendrick Lamar,1,3
Shape Of You,Ed Sheeran,2,15
That's What I Like,Bruno Mars,3,14
DNA.,Kendrick Lamar,4,1
Mask Off,Future,5,9
iSpy,KYLE,6,17
Stay,Zedd,7,8
Something Just Like This,The Chainsmokers,8,9
Despacito,Luis Fonsi,9,14
XO TOUR Llif3,Lil Uzi Vert,10,4
Body Like A Back Road,Sam Hunt,11,12
Issues,Julia Michaels,12,13
It Ain't Me,Kygo x Selena Gomez,13,10
Loyalty.,Kendrick Lamar,14,1
Congratulations,Post Malone,15,17
Element.,Kendrick Lamar,16,1
Say You Won't Let Go,James Arthur,17,26
Love.,Kendrick Lamar,18,1
Paris,The Chainsmokers,19,14
Rockabye,Clean Bandit,20,20
Tunnel Vision,Kodak Black,21,9
Sign Of The Times,Harry Styles,22,2
Cold,Maroon 5,23,10
I Feel It Coming,The Weeknd,24,22
Location,Khalid,25,15
Bad And Boujee,Migos,26,23
Passionfruit,Drake,27,5
Closer,The Chainsmokers,28,38
T-Shirt,Migos,29,14
Bounce Back,Big Sean,30,24
Love On The Brain,Rihanna,31,27
Yah.,Kendrick Lamar,32,1
XXX.,Kendrick Lamar,33,1
Swang,Rae Sremmurd,34,18
Feel.,Kendrick Lamar,35,1
I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,36,19
Pride.,Kendrick Lamar,37,1
Chained To The Rhythm,Katy Perry,38,10
The Cure,Lady Gaga,39,1
Rolex,Ayo,40,10
24K Magic,Bruno Mars,41,28
Lust.,Kendrick Lamar,42,1
Scars To Your Beautiful,Alessia Cara,43,34
Slide,Calvin Harris,44,8
In Case You Didn't Know,Brett Young,45,11
Goosebumps,Travis Scott,46,23
Can't Stop The Feeling!,Justin Timberlake,47,50
Both,Gucci Mane,48,18
Mercy,Shawn Mendes,49,31
Fear.,Kendrick Lamar,50,1
